,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,F01,SYBR,,Unkn,,,24.8961237077673,24.8961237077673,0,NaN,NaN,NaN,0,60,
,F02,SYBR,,Unkn,,,30.6162109493067,30.6162109493067,0,NaN,NaN,NaN,0,60,
,F03,SYBR,,Unkn,,,20.4570390929019,20.4570390929019,0,NaN,NaN,NaN,0,60,
,F04,SYBR,,Unkn,,,27.9970895992467,27.9970895992467,0,NaN,NaN,NaN,0,60,
,F05,SYBR,,Unkn,,,33.2234322412717,33.2234322412717,0,NaN,NaN,NaN,0,60,
,F06,SYBR,,Unkn,,,37.5563734576348,37.5563734576348,0,NaN,NaN,NaN,0,60,
,F07,SYBR,,Unkn,,,25.5098564495942,25.5098564495942,0,NaN,NaN,NaN,0,60,
,F08,SYBR,,Unkn,,,33.144209010193,33.144209010193,0,NaN,NaN,NaN,0,60,
,F09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F10,SYBR,,Unkn,,,35.4979602279749,35.4979602279749,0,NaN,NaN,NaN,0,60,
,F11,SYBR,,Unkn,,,25.04965736017,25.04965736017,0,NaN,NaN,NaN,0,60,
,F12,SYBR,,Unkn,,,25.6898250496421,25.6898250496421,0,NaN,NaN,NaN,0,60,
,G01,SYBR,,Unkn,,,24.8913089285026,24.8913089285026,0,NaN,NaN,NaN,0,60,
,G02,SYBR,,Unkn,,,21.3936147157684,21.3936147157684,0,NaN,NaN,NaN,0,60,
,G03,SYBR,,Unkn,,,18.7142084924776,18.7142084924776,0,NaN,NaN,NaN,0,60,
,G04,SYBR,,Unkn,,,30.008857117067,30.008857117067,0,NaN,NaN,NaN,0,60,
,G05,SYBR,,Unkn,,,25.7468562439506,25.7468562439506,0,NaN,NaN,NaN,0,60,
,G06,SYBR,,Unkn,,,27.0712567981428,27.0712567981428,0,NaN,NaN,NaN,0,60,
,G07,SYBR,,Unkn,,,30.9265513343125,30.9265513343125,0,NaN,NaN,NaN,0,60,
,G08,SYBR,,Unkn,,,26.4982073700007,26.4982073700007,0,NaN,NaN,NaN,0,60,
,G09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G10,SYBR,,Unkn,,,27.0192285997946,27.0192285997946,0,NaN,NaN,NaN,0,60,
,G11,SYBR,,Unkn,,,32.8128105902823,32.8128105902823,0,NaN,NaN,NaN,0,60,
,G12,SYBR,,Unkn,,,37.1032652883857,37.1032652883857,0,NaN,NaN,NaN,0,60,
,H01,SYBR,,Unkn,,,25.2489684672003,25.2489684672003,0,NaN,NaN,NaN,0,60,
,H02,SYBR,,Unkn,,,30.9107533602575,30.9107533602575,0,NaN,NaN,NaN,0,60,
,H03,SYBR,,Unkn,,,20.9035165249074,20.9035165249074,0,NaN,NaN,NaN,0,60,
,H04,SYBR,,Unkn,,,28.3385983940535,28.3385983940535,0,NaN,NaN,NaN,0,60,
,H05,SYBR,,Unkn,,,33.1415266546903,33.1415266546903,0,NaN,NaN,NaN,0,60,
,H06,SYBR,,Unkn,,,39.9373255209129,39.9373255209129,0,NaN,NaN,NaN,0,60,
,H07,SYBR,,Unkn,,,26.008939910435,26.008939910435,0,NaN,NaN,NaN,0,60,
,H08,SYBR,,Unkn,,,33.5856443991781,33.5856443991781,0,NaN,NaN,NaN,0,60,
,H09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H10,SYBR,,Unkn,,,38.9875011970136,38.9875011970136,0,NaN,NaN,NaN,0,60,
,H11,SYBR,,Unkn,,,25.850502451377,25.850502451377,0,NaN,NaN,NaN,0,60,
,H12,SYBR,,Unkn,,,26.160351541227,26.160351541227,0,NaN,NaN,NaN,0,60,
