,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,E06,SYBR,,Unkn,,,28.7729069643431,28.7729069643431,0,NaN,NaN,NaN,0,60,
,E07,SYBR,,Unkn,,,28.7841069026369,28.7841069026369,0,NaN,NaN,NaN,0,60,
,E08,SYBR,,Unkn,,,29.0440490918115,29.0440490918115,0,NaN,NaN,NaN,0,60,
,E09,SYBR,,Unkn,,,40.2300935553558,40.2300935553558,0,NaN,NaN,NaN,0,60,
,E10,SYBR,,Unkn,,,32.0464072090908,32.0464072090908,0,NaN,NaN,NaN,0,60,
,E11,SYBR,,Unkn,,,34.6119786265945,34.6119786265945,0,NaN,NaN,NaN,0,60,
,E12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F01,SYBR,,Unkn,,,27.3371165904537,27.3371165904537,0,NaN,NaN,NaN,0,60,
,F02,SYBR,,Unkn,,,32.9302140385416,32.9302140385416,0,NaN,NaN,NaN,0,60,
,F03,SYBR,,Unkn,,,22.5868554949219,22.5868554949219,0,NaN,NaN,NaN,0,60,
,F04,SYBR,,Unkn,,,29.7496633473401,29.7496633473401,0,NaN,NaN,NaN,0,60,
,F05,SYBR,,Unkn,,,35.0600236647441,35.0600236647441,0,NaN,NaN,NaN,0,60,
,F06,SYBR,,Unkn,,,41.2862040646924,41.2862040646924,0,NaN,NaN,NaN,0,60,
,F07,SYBR,,Unkn,,,26.5796176186789,26.5796176186789,0,NaN,NaN,NaN,0,60,
,F08,SYBR,,Unkn,,,35.6884998974707,35.6884998974707,0,NaN,NaN,NaN,0,60,
,F09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F10,SYBR,,Unkn,,,29.4574548812069,29.4574548812069,0,NaN,NaN,NaN,0,60,
,F11,SYBR,,Unkn,,,26.3935184205321,26.3935184205321,0,NaN,NaN,NaN,0,60,
,F12,SYBR,,Unkn,,,27.6462678467381,27.6462678467381,0,NaN,NaN,NaN,0,60,
,G01,SYBR,,Unkn,,,26.4561462416528,26.4561462416528,0,NaN,NaN,NaN,0,60,
,G02,SYBR,,Unkn,,,25.1811145746722,25.1811145746722,0,NaN,NaN,NaN,0,60,
,G03,SYBR,,Unkn,,,21.2867831967913,21.2867831967913,0,NaN,NaN,NaN,0,60,
,G04,SYBR,,Unkn,,,31.065719728263,31.065719728263,0,NaN,NaN,NaN,0,60,
,G05,SYBR,,Unkn,,,27.9940417853204,27.9940417853204,0,NaN,NaN,NaN,0,60,
,G06,SYBR,,Unkn,,,29.0290901320084,29.0290901320084,0,NaN,NaN,NaN,0,60,
,G07,SYBR,,Unkn,,,29.0652610567584,29.0652610567584,0,NaN,NaN,NaN,0,60,
,G08,SYBR,,Unkn,,,29.2667976452978,29.2667976452978,0,NaN,NaN,NaN,0,60,
,G09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G10,SYBR,,Unkn,,,32.0862104363972,32.0862104363972,0,NaN,NaN,NaN,0,60,
,G11,SYBR,,Unkn,,,34.7066453691578,34.7066453691578,0,NaN,NaN,NaN,0,60,
,G12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H01,SYBR,,Unkn,,,27.5244343602529,27.5244343602529,0,NaN,NaN,NaN,0,60,
,H02,SYBR,,Unkn,,,32.9843224181785,32.9843224181785,0,NaN,NaN,NaN,0,60,
,H03,SYBR,,Unkn,,,22.8599926179073,22.8599926179073,0,NaN,NaN,NaN,0,60,
,H04,SYBR,,Unkn,,,30.5322105574391,30.5322105574391,0,NaN,NaN,NaN,0,60,
,H05,SYBR,,Unkn,,,36.4647643082226,36.4647643082226,0,NaN,NaN,NaN,0,60,
,H06,SYBR,,Unkn,,,41.2135506382951,41.2135506382951,0,NaN,NaN,NaN,0,60,
,H07,SYBR,,Unkn,,,26.8582553788099,26.8582553788099,0,NaN,NaN,NaN,0,60,
,H08,SYBR,,Unkn,,,34.3786437523149,34.3786437523149,0,NaN,NaN,NaN,0,60,
,H09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H10,SYBR,,Unkn,,,29.7029859524771,29.7029859524771,0,NaN,NaN,NaN,0,60,
,H11,SYBR,,Unkn,,,26.9066685833451,26.9066685833451,0,NaN,NaN,NaN,0,60,
,H12,SYBR,,Unkn,,,27.9225706336923,27.9225706336923,0,NaN,NaN,NaN,0,60,
